Match_Id,Match_Date,Team_Name_Id,Opponent_Team_Id,Season_Id,Venue_Name,Toss_Winner_Id,Toss_Decision,IS_Superover,IS_Result,Win_Type,Won_By,Match_Winner_Id,Man_Of_The_Match_Id,First_Umpire_Id,Second_Umpire_Id,City_Name,Host_Country
392212,3-May-09,4,1,2,St George's Park,1,bat,0,1,by wickets,6.0,4.0,64.0,483,471,Port Elizabeth,South Africa
392213,3-May-09,2,7,2,New Wanderers Stadium,7,bat,0,1,by wickets,9.0,2.0,9.0,477,516,Johannesburg,South Africa
392214,4-May-09,3,8,2,Buffalo Park,3,bat,0,1,by runs,78.0,3.0,20.0,478,481,East London,South Africa
392215,5-May-09,4,5,2,Kingsmead,4,field,0,1,by runs,78.0,5.0,74.0,485,475,Durban,South Africa
392216,5-May-09,6,1,2,Kingsmead,1,bat,0,1,by wickets,9.0,6.0,40.0,484,475,Durban,South Africa
392217,6-May-09,8,7,2,SuperSport Park,8,bat,0,1,by runs,19.0,8.0,57.0,471,482,Centurion,South Africa
392218,7-May-09,2,5,2,SuperSport Park,5,field,0,1,by wickets,7.0,5.0,196.0,486,476,Centurion,South Africa
392219,7-May-09,3,4,2,SuperSport Park,3,bat,0,1,by runs,12.0,3.0,18.0,476,516,Centurion,South Africa
392220,8-May-09,6,7,2,Buffalo Park,7,bat,0,1,by wickets,7.0,6.0,73.0,481,488,East London,South Africa
392221,9-May-09,8,4,2,De Beers Diamond Oval,4,field,0,1,by wickets,3.0,4.0,64.0,484,492,Kimberley,South Africa
392222,9-May-09,3,5,2,De Beers Diamond Oval,5,bat,0,1,by wickets,7.0,3.0,23.0,484,482,Kimberley,South Africa
392223,10-May-09,2,7,2,St George's Park,7,bat,0,1,by runs,16.0,7.0,154.0,478,480,Port Elizabeth,South Africa
392224,10-May-09,6,1,2,New Wanderers Stadium,6,field,0,1,by wickets,7.0,6.0,136.0,487,513,Johannesburg,South Africa
392225,11-May-09,8,5,2,De Beers Diamond Oval,8,bat,0,1,by runs,53.0,8.0,147.0,484,482,Kimberley,South Africa
392226,12-May-09,2,1,2,SuperSport Park,2,field,0,1,by wickets,6.0,2.0,52.0,481,485,Centurion,South Africa
392227,12-May-09,4,7,2,SuperSport Park,4,bat,0,1,by wickets,8.0,7.0,50.0,485,477,Centurion,South Africa
392228,13-May-09,8,6,2,Kingsmead,8,field,0,1,by runs,12.0,6.0,89.0,476,487,Durban,South Africa
392229,14-May-09,2,3,2,Kingsmead,3,bat,0,1,by wickets,2.0,2.0,52.0,478,476,Durban,South Africa
392230,14-May-09,7,5,2,Kingsmead,5,bat,0,1,by runs,2.0,5.0,38.0,478,476,Durban,South Africa
392231,15-May-09,6,4,2,OUTsurance Oval,4,field,0,1,by wickets,6.0,4.0,66.0,482,475,Bloemfontein,South Africa
392232,16-May-09,3,7,2,St George's Park,7,bat,0,1,by wickets,7.0,3.0,18.0,488,490,Port Elizabeth,South Africa
392233,16-May-09,8,1,2,New Wanderers Stadium,8,field,0,1,by wickets,6.0,8.0,57.0,477,489,Johannesburg,South Africa
392234,17-May-09,8,4,2,New Wanderers Stadium,8,field,0,1,by runs,1.0,4.0,27.0,489,513,Johannesburg,South Africa
392235,17-May-09,6,5,2,OUTsurance Oval,6,bat,0,1,by runs,14.0,6.0,110.0,485,475,Bloemfontein,South Africa
392236,18-May-09,3,1,2,SuperSport Park,3,bat,0,1,by wickets,7.0,1.0,104.0,490,513,Centurion,South Africa
392237,19-May-09,2,6,2,New Wanderers Stadium,6,bat,0,1,by wickets,7.0,2.0,9.0,475,513,Johannesburg,South Africa
392238,20-May-09,1,5,2,Kingsmead,1,field,0,1,by wickets,4.0,1.0,63.0,480,490,Durban,South Africa
392239,20-May-09,3,4,2,Kingsmead,3,bat,0,1,by runs,24.0,3.0,121.0,480,490,Durban,South Africa
392240,21-May-09,6,7,2,SuperSport Park,6,field,0,1,by wickets,4.0,6.0,41.0,475,489,Centurion,South Africa
392241,21-May-09,2,8,2,SuperSport Park,2,bat,0,1,by runs,12.0,2.0,96.0,475,489,Centurion,South Africa
392242,22-May-09,6,8,2,SuperSport Park,8,field,0,1,by wickets,6.0,8.0,53.0,478,476,Centurion,South Africa
392243,23-May-09,2,3,2,New Wanderers Stadium,2,field,0,1,by wickets,6.0,2.0,96.0,477,490,Johannesburg,South Africa
392244,24-May-09,2,8,2,New Wanderers Stadium,2,field,0,1,by runs,6.0,8.0,124.0,477,490,Johannesburg,South Africa
419111,12-Mar-10,8,1,3,Dr DY Patil Sports Academy,8,field,0,1,by runs,11.0,1.0,191.0,477,513,Mumbai,India
419112,13-Mar-10,7,5,3,Brabourne Stadium,7,bat,0,1,by runs,4.0,7.0,31.0,477,513,Mumbai,India
419113,13-Mar-10,4,6,3,"Punjab Cricket Association Stadium, Mohali",6,field,0,1,by wickets,5.0,6.0,40.0,478,489,Chandigarh,India
419114,14-Mar-10,1,2,3,Eden Gardens,1,field,0,1,by wickets,7.0,1.0,87.0,482,492,Kolkata,India
419115,14-Mar-10,3,8,3,"MA Chidambaram Stadium, Chepauk",8,bat,0,1,by runs,31.0,8.0,60.0,486,476,Chennai,India
419116,15-Mar-10,5,6,3,"Sardar Patel Stadium, Motera",6,field,0,1,by wickets,6.0,6.0,41.0,480,477,Ahmedabad,India
419117,16-Mar-10,2,4,3,M Chinnaswamy Stadium,4,bat,0,1,by wickets,8.0,2.0,9.0,491,476,Bangalore,India
419118,16-Mar-10,1,3,3,Eden Gardens,3,bat,0,1,by runs,55.0,3.0,20.0,482,492,Kolkata,India
419119,17-Mar-10,6,7,3,Feroz Shah Kotla,6,field,0,1,by runs,98.0,7.0,133.0,478,488,Delhi,India
419120,18-Mar-10,2,5,3,M Chinnaswamy Stadium,2,field,0,1,by wickets,10.0,2.0,9.0,486,476,Bangalore,India
419121,19-Mar-10,6,3,3,Feroz Shah Kotla,6,bat,0,1,by wickets,5.0,3.0,18.0,478,488,Delhi,India
419122,19-Mar-10,8,4,3,Barabati Stadium,4,field,0,1,by runs,6.0,8.0,56.0,474,481,Cuttack,India
419123,20-Mar-10,5,1,3,"Sardar Patel Stadium, Motera",5,bat,0,1,by runs,34.0,5.0,211.0,477,513,Ahmedabad,India
419124,20-Mar-10,7,2,3,Brabourne Stadium,7,bat,0,1,by wickets,7.0,2.0,9.0,482,485,Mumbai,India
419125,21-Mar-10,8,6,3,Barabati Stadium,8,bat,0,1,by runs,10.0,8.0,56.0,474,481,Cuttack,India
419127,22-Mar-10,7,1,3,Brabourne Stadium,1,bat,0,1,by wickets,7.0,7.0,133.0,485,490,Mumbai,India
419128,23-Mar-10,2,3,3,M Chinnaswamy Stadium,3,field,0,1,by runs,36.0,2.0,46.0,477,513,Bangalore,India
419129,24-Mar-10,4,5,3,"Punjab Cricket Association Stadium, Mohali",4,field,0,1,by runs,31.0,5.0,230.0,478,488,Chandigarh,India
419130,25-Mar-10,7,3,3,Brabourne Stadium,7,field,0,1,by wickets,5.0,7.0,133.0,474,492,Mumbai,India
419131,26-Mar-10,5,8,3,"Sardar Patel Stadium, Motera",8,bat,0,1,by wickets,8.0,5.0,31.0,482,490,Ahmedabad,India
419132,27-Mar-10,4,1,3,"Punjab Cricket Association Stadium, Mohali",1,bat,0,1,by runs,39.0,1.0,87.0,478,489,Chandigarh,India
419133,25-Mar-10,2,6,3,M Chinnaswamy Stadium,2,field,0,1,by runs,17.0,6.0,237.0,480,477,Bangalore,India
419134,28-Mar-10,5,3,3,"Sardar Patel Stadium, Motera",5,bat,0,1,by runs,17.0,5.0,183.0,485,490,Ahmedabad,India
419135,28-Mar-10,8,7,3,Dr DY Patil Sports Academy,8,field,0,1,by runs,41.0,7.0,50.0,491,486,Mumbai,India
419136,29-Mar-10,6,1,3,Feroz Shah Kotla,6,bat,0,1,by runs,40.0,6.0,187.0,485,490,Delhi,India
419137,30-Mar-10,7,4,3,Brabourne Stadium,7,field,0,1,by wickets,4.0,7.0,194.0,478,488,Mumbai,India
419138,31-Mar-10,3,2,3,"MA Chidambaram Stadium, Chepauk",2,bat,0,1,by wickets,5.0,3.0,185.0,480,477,Chennai,India
419139,31-Mar-10,6,5,3,Feroz Shah Kotla,6,bat,0,1,by runs,67.0,6.0,88.0,482,490,Delhi,India
419140,1-Apr-10,1,8,3,Eden Gardens,1,bat,0,1,by runs,24.0,1.0,1.0,486,476,Kolkata,India
419141,2-Apr-10,4,2,3,"Punjab Cricket Association Stadium, Mohali",4,bat,0,1,by wickets,6.0,2.0,158.0,474,481,Chandigarh,India
419142,3-Apr-10,3,5,3,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,by runs,23.0,3.0,185.0,477,513,Chennai,India
419143,3-Apr-10,7,8,3,Brabourne Stadium,7,bat,0,1,by runs,63.0,7.0,208.0,478,489,Mumbai,India
419144,4-Apr-10,1,4,3,Eden Gardens,1,bat,0,1,by wickets,8.0,4.0,64.0,483,476,Kolkata,India
419145,4-Apr-10,6,2,3,Feroz Shah Kotla,6,bat,0,1,by runs,37.0,6.0,241.0,474,481,Delhi,India
419146,5-Apr-10,8,5,3,"Vidarbha Cricket Association Stadium, Jamtha",5,bat,0,1,by runs,2.0,5.0,38.0,482,490,Nagpur,India
419147,6-Apr-10,3,7,3,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,by runs,24.0,3.0,21.0,483,476,Chennai,India
419148,7-Apr-10,5,4,3,Sawai Mansingh Stadium,4,bat,0,1,by wickets,9.0,5.0,224.0,489,488,Jaipur,India
419149,7-Apr-10,1,6,3,Eden Gardens,1,bat,0,1,by runs,14.0,1.0,1.0,480,477,Kolkata,India
419150,8-Apr-10,2,8,3,M Chinnaswamy Stadium,8,field,0,1,by wickets,7.0,8.0,178.0,483,476,Bangalore,India
419151,9-Apr-10,4,7,3,"Punjab Cricket Association Stadium, Mohali",7,bat,0,1,by wickets,6.0,4.0,26.0,481,492,Chandigarh,India
419152,10-Apr-10,8,3,3,"Vidarbha Cricket Association Stadium, Jamtha",3,bat,0,1,by wickets,6.0,8.0,188.0,482,490,Nagpur,India
419153,10-Apr-10,2,1,3,M Chinnaswamy Stadium,2,field,0,1,by wickets,7.0,2.0,81.0,486,476,Bangalore,India
419154,11-Apr-10,6,4,3,Feroz Shah Kotla,6,bat,0,1,by wickets,7.0,4.0,67.0,474,492,Delhi,India
419155,11-Apr-10,5,7,3,Sawai Mansingh Stadium,5,field,0,1,by runs,37.0,7.0,133.0,478,488,Jaipur,India
419156,12-Apr-10,8,2,3,"Vidarbha Cricket Association Stadium, Jamtha",2,field,0,1,by runs,13.0,8.0,256.0,477,513,Nagpur,India
419157,13-Apr-10,7,6,3,Brabourne Stadium,7,bat,0,1,by runs,39.0,7.0,221.0,483,476,Mumbai,India
419158,13-Apr-10,3,1,3,"MA Chidambaram Stadium, Chepauk",1,bat,0,1,by wickets,9.0,3.0,201.0,485,490,Chennai,India
419159,14-Apr-10,5,2,3,Sawai Mansingh Stadium,5,bat,0,1,by wickets,5.0,2.0,158.0,478,489,Jaipur,India
419160,15-Apr-10,3,6,3,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,by wickets,6.0,6.0,40.0,482,485,Chennai,India
419161,16-Apr-10,4,8,3,Himachal Pradesh Cricket Association Stadium,8,field,0,1,by wickets,5.0,8.0,57.0,481,492,Dharamsala,India
419162,17-Apr-10,2,7,3,M Chinnaswamy Stadium,2,field,0,1,by runs,57.0,7.0,210.0,482,490,Bangalore,India
419163,17-Apr-10,1,5,3,Eden Gardens,5,bat,0,1,by wickets,8.0,1.0,346.0,480,513,Kolkata,India
419164,18-Apr-10,4,3,3,Himachal Pradesh Cricket Association Stadium,3,field,0,1,by wickets,6.0,3.0,20.0,474,492,Dharamsala,India
419165,18-Apr-10,6,8,3,Feroz Shah Kotla,8,bat,0,1,by runs,11.0,8.0,56.0,478,488,Delhi,India
419166,19-Apr-10,1,7,3,Eden Gardens,7,bat,0,1,by wickets,9.0,1.0,83.0,480,477,Kolkata,India
419167,21-Apr-10,2,7,3,Dr DY Patil Sports Academy,7,bat,0,1,by runs,35.0,7.0,221.0,478,513,Mumbai,India
419168,22-Apr-10,3,8,3,Dr DY Patil Sports Academy,3,bat,0,1,by runs,38.0,3.0,248.0,478,513,Mumbai,India
419169,24-Apr-10,2,8,3,Dr DY Patil Sports Academy,8,bat,0,1,by wickets,9.0,2.0,124.0,477,490,Mumbai,India
419170,25-Apr-10,3,7,3,Dr DY Patil Sports Academy,3,bat,0,1,by runs,22.0,3.0,21.0,477,490,Mumbai,India
501203,8-Apr-11,3,1,4,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,by runs,2.0,3.0,125.0,478,493,Chennai,India
501204,9-Apr-11,8,5,4,"Rajiv Gandhi International Stadium, Uppal",5,field,0,1,by wickets,8.0,5.0,39.0,477,488,Hyderabad,India
501205,9-Apr-11,9,2,4,Nehru Stadium,9,bat,0,1,by wickets,6.0,2.0,110.0,482,486,Kochi,India
501206,10-Apr-11,6,7,4,Feroz Shah Kotla,6,bat,0,1,by wickets,8.0,7.0,194.0,492,513,Delhi,India
501207,10-Apr-11,10,4,4,Dr DY Patil Sports Academy,4,bat,0,1,by wickets,7.0,10.0,273.0,478,493,Mumbai,India
501208,11-Apr-11,1,8,4,Eden Gardens,1,bat,0,1,by runs,9.0,1.0,9.0,477,488,Kolkata,India
501209,12-Apr-11,5,6,4,Sawai Mansingh Stadium,6,bat,0,1,by wickets,6.0,5.0,38.0,472,513,Jaipur,India
501210,12-Apr-11,2,7,4,M Chinnaswamy Stadium,7,field,0,1,by wickets,9.0,7.0,133.0,482,517,Bangalore,India
501211,13-Apr-11,4,3,4,"Punjab Cricket Association Stadium, Mohali",4,field,0,1,by wickets,6.0,4.0,167.0,470,487,Chandigarh,India
501212,13-Apr-11,10,9,4,Dr DY Patil Sports Academy,9,bat,0,1,by wickets,4.0,10.0,231.0,483,493,Mumbai,India
501213,14-Apr-11,8,2,4,"Rajiv Gandhi International Stadium, Uppal",2,field,0,1,by runs,33.0,8.0,94.0,477,489,Hyderabad,India
501214,15-Apr-11,5,1,4,Sawai Mansingh Stadium,1,field,0,1,by wickets,9.0,1.0,40.0,472,485,Jaipur,India
501215,15-Apr-11,7,9,4,Wankhede Stadium,9,field,0,1,by wickets,8.0,9.0,2.0,478,493,Mumbai,India
501216,16-Apr-11,3,2,4,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,by runs,21.0,3.0,19.0,482,517,Chennai,India
501217,16-Apr-11,8,4,4,"Rajiv Gandhi International Stadium, Uppal",4,field,0,1,by wickets,8.0,4.0,167.0,477,489,Hyderabad,India
501218,17-Apr-11,10,6,4,Dr DY Patil Sports Academy,6,field,0,1,by wickets,3.0,6.0,27.0,470,492,Mumbai,India
501219,17-Apr-11,1,5,4,Eden Gardens,1,field,0,1,by wickets,8.0,1.0,151.0,472,513,Kolkata,India
501220,18-Apr-11,9,3,4,Nehru Stadium,9,field,0,1,by wickets,7.0,9.0,2.0,486,517,Kochi,India
501221,19-Apr-11,6,8,4,Feroz Shah Kotla,8,bat,0,1,by runs,16.0,8.0,65.0,493,518,Delhi,India
501223,20-Apr-11,7,10,4,Wankhede Stadium,10,bat,0,1,by wickets,7.0,7.0,126.0,470,492,Mumbai,India
501224,20-Apr-11,1,9,4,Eden Gardens,1,field,0,1,by runs,6.0,9.0,64.0,472,513,Kolkata,India
501225,21-Apr-11,4,5,4,"Punjab Cricket Association Stadium, Mohali",5,field,0,1,by runs,48.0,4.0,100.0,483,493,Chandigarh,India
501226,22-Apr-11,7,3,4,Wankhede Stadium,3,field,0,1,by runs,8.0,7.0,50.0,470,492,Mumbai,India
501227,22-Apr-11,1,2,4,Eden Gardens,2,field,0,1,by wickets,9.0,2.0,162.0,485,513,Kolkata,India
501228,23-Apr-11,6,4,4,Feroz Shah Kotla,4,field,0,1,by runs,29.0,6.0,187.0,483,477,Delhi,India
501229,24-Apr-11,8,7,4,"Rajiv Gandhi International Stadium, Uppal",8,field,0,1,by runs,37.0,7.0,194.0,482,517,Hyderabad,India
501230,24-Apr-11,5,9,4,Sawai Mansingh Stadium,5,field,0,1,by wickets,8.0,5.0,38.0,478,488,Jaipur,India
501231,25-Apr-11,3,10,4,"MA Chidambaram Stadium, Chepauk",10,field,0,1,by runs,25.0,3.0,19.0,472,513,Chennai,India
501232,26-Apr-11,6,2,4,Feroz Shah Kotla,2,field,0,1,by wickets,3.0,2.0,8.0,483,518,Delhi,India
501233,27-Apr-11,10,3,4,Dr DY Patil Sports Academy,10,bat,0,1,by wickets,8.0,3.0,248.0,470,487,Mumbai,India
501234,27-Apr-11,9,8,4,Nehru Stadium,9,field,0,1,by runs,55.0,8.0,84.0,482,517,Kochi,India
501235,28-Apr-11,6,1,4,Feroz Shah Kotla,6,field,0,1,by runs,17.0,1.0,87.0,493,518,Delhi,India
501236,29-Apr-11,5,7,4,Sawai Mansingh Stadium,5,field,0,1,by wickets,7.0,5.0,192.0,470,488,Jaipur,India
501237,29-Apr-11,2,10,4,M Chinnaswamy Stadium,10,field,0,1,by runs,26.0,2.0,8.0,472,485,Bangalore,India
501238,30-Apr-11,9,6,4,Nehru Stadium,6,bat,0,1,by runs,38.0,6.0,41.0,482,517,Kochi,India
501239,30-Apr-11,1,4,4,Eden Gardens,1,field,0,1,by wickets,8.0,1.0,140.0,492,487,Kolkata,India
501240,1-May-11,5,10,4,Sawai Mansingh Stadium,5,field,0,1,by wickets,6.0,5.0,52.0,488,490,Jaipur,India
501241,1-May-11,3,8,4,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,by runs,19.0,3.0,109.0,472,513,Chennai,India
501242,2-May-11,7,4,4,Wankhede Stadium,4,field,0,1,by runs,23.0,7.0,221.0,482,493,Mumbai,India
501243,2-May-11,6,9,4,Feroz Shah Kotla,9,field,0,1,by wickets,7.0,9.0,294.0,470,487,Delhi,India
501244,3-May-11,8,1,4,"Rajiv Gandhi International Stadium, Uppal",8,field,0,1,by runs,20.0,1.0,31.0,483,518,Hyderabad,India
501245,4-May-11,3,5,4,"MA Chidambaram Stadium, Chepauk",5,bat,0,1,by wickets,8.0,3.0,19.0,485,513,Chennai,India
501246,4-May-11,10,7,4,Dr DY Patil Sports Academy,10,field,0,1,by runs,21.0,7.0,235.0,482,490,Mumbai,India
501247,5-May-11,9,1,4,Nehru Stadium,1,field,0,1,by runs,17.0,9.0,104.0,489,518,Kochi,India
501248,5-May-11,8,6,4,"Rajiv Gandhi International Stadium, Uppal",6,field,0,1,by wickets,4.0,6.0,41.0,470,492,Hyderabad,India
501249,6-May-11,2,4,4,M Chinnaswamy Stadium,4,field,0,1,by runs,85.0,2.0,162.0,472,513,Bangalore,India
501250,7-May-11,1,3,4,Eden Gardens,3,bat,0,1,by runs,10.0,1.0,140.0,470,493,Kolkata,India
501251,7-May-11,7,6,4,Wankhede Stadium,6,field,0,1,by runs,32.0,7.0,208.0,486,490,Mumbai,India
501252,8-May-11,2,9,4,M Chinnaswamy Stadium,9,bat,0,1,by wickets,9.0,2.0,162.0,472,485,Bangalore,India
501253,8-May-11,4,10,4,"Punjab Cricket Association Stadium, Mohali",4,bat,0,1,by wickets,5.0,10.0,235.0,488,518,Chandigarh,India
501254,9-May-11,5,3,4,Sawai Mansingh Stadium,5,field,0,1,by runs,63.0,3.0,185.0,486,490,Jaipur,India
501255,10-May-11,8,10,4,"Rajiv Gandhi International Stadium, Uppal",8,bat,0,1,by wickets,6.0,10.0,253.0,470,492,Hyderabad,India
501256,10-May-11,4,7,4,"Punjab Cricket Association Stadium, Mohali",7,field,0,1,by runs,76.0,4.0,302.0,488,518,Chandigarh,India
501257,11-May-11,5,2,4,Sawai Mansingh Stadium,2,field,0,1,by wickets,9.0,2.0,270.0,482,486,Jaipur,India
501258,12-May-11,3,6,4,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,by runs,18.0,3.0,20.0,492,487,Chennai,India
501259,13-May-11,9,4,4,Holkar Cricket Stadium,4,field,0,1,by wickets,6.0,4.0,88.0,483,518,Indore,India
501260,14-May-11,2,1,4,M Chinnaswamy Stadium,2,field,0,1,by wickets,4.0,2.0,162.0,477,513,Bangalore,India
501261,14-May-11,7,8,4,Wankhede Stadium,8,bat,0,1,by runs,10.0,8.0,136.0,489,488,Mumbai,India
501262,15-May-11,4,6,4,Himachal Pradesh Cricket Association Stadium,6,field,0,1,by runs,29.0,4.0,67.0,470,487,Dharamsala,India
501263,15-May-11,9,5,4,Holkar Cricket Stadium,9,field,0,1,by wickets,8.0,9.0,104.0,493,518,Indore,India
501264,16-May-11,10,8,4,Dr DY Patil Sports Academy,8,field,0,1,by wickets,6.0,8.0,136.0,489,488,Mumbai,India
501265,17-May-11,4,2,4,Himachal Pradesh Cricket Association Stadium,4,bat,0,1,by runs,111.0,4.0,53.0,470,492,Dharamsala,India
501266,18-May-11,3,9,4,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,by runs,11.0,3.0,62.0,482,477,Chennai,India
501267,19-May-11,10,1,4,Dr DY Patil Sports Academy,1,field,0,1,by wickets,7.0,1.0,31.0,489,490,Mumbai,India
501268,20-May-11,7,5,4,Wankhede Stadium,7,bat,0,1,by wickets,10.0,5.0,32.0,477,493,Mumbai,India
501269,21-May-11,4,8,4,Himachal Pradesh Cricket Association Stadium,4,field,0,1,by runs,82.0,8.0,42.0,470,492,Dharamsala,India
501271,22-May-11,2,3,4,M Chinnaswamy Stadium,2,field,0,1,by wickets,8.0,2.0,162.0,486,477,Bangalore,India
501272,22-May-11,1,7,4,Eden Gardens,7,field,0,1,by wickets,5.0,7.0,275.0,488,490,Kolkata,India
501273,24-May-11,2,3,4,Wankhede Stadium,3,field,0,1,by wickets,6.0,3.0,21.0,470,490,Mumbai,India
501274,25-May-11,7,1,4,Wankhede Stadium,7,field,0,1,by wickets,4.0,7.0,126.0,470,490,Mumbai,India
501275,27-May-11,2,7,4,"MA Chidambaram Stadium, Chepauk",7,field,0,1,by runs,43.0,2.0,162.0,470,490,Chennai,India
501276,28-May-11,3,2,4,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,by runs,58.0,3.0,185.0,470,490,Chennai,India
548311,4-Apr-12,3,7,5,"MA Chidambaram Stadium, Chepauk",7,field,0,1,by wickets,8.0,7.0,304.0,494,490,Chennai,India
548312,5-Apr-12,1,6,5,Eden Gardens,6,field,0,1,by wickets,8.0,6.0,29.0,483,482,Kolkata,India
548313,6-Apr-12,7,10,5,Wankhede Stadium,7,field,0,1,by runs,28.0,10.0,306.0,495,490,Mumbai,India
548314,6-Apr-12,5,4,5,Sawai Mansingh Stadium,4,field,0,1,by runs,31.0,5.0,85.0,474,488,Jaipur,India
548315,7-Apr-12,2,6,5,M Chinnaswamy Stadium,6,field,0,1,by runs,20.0,2.0,110.0,483,489,Bangalore,India
548316,7-Apr-12,8,3,5,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,8,field,0,1,by runs,74.0,3.0,35.0,494,482,Visakhapatnam,India
548317,8-Apr-12,5,1,5,Sawai Mansingh Stadium,1,field,0,1,by runs,22.0,5.0,104.0,474,496,Jaipur,India
548318,8-Apr-12,10,4,5,Subrata Roy Sahara Stadium,10,bat,0,1,by runs,22.0,10.0,307.0,491,490,Pune,India
548319,9-Apr-12,8,7,5,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,8,bat,0,1,by wickets,5.0,7.0,57.0,495,494,Visakhapatnam,India
548320,10-Apr-12,2,1,5,M Chinnaswamy Stadium,2,field,0,1,by runs,42.0,1.0,151.0,489,518,Bangalore,India
548321,10-Apr-12,6,3,5,Feroz Shah Kotla,6,field,0,1,by wickets,8.0,6.0,190.0,470,488,Delhi,India
548322,11-Apr-12,7,5,5,Wankhede Stadium,5,field,0,1,by runs,27.0,7.0,221.0,472,497,Mumbai,India
548323,12-Apr-12,3,2,5,"MA Chidambaram Stadium, Chepauk",2,bat,0,1,by wickets,5.0,3.0,303.0,482,518,Chennai,India
548324,12-Apr-12,4,10,5,"Punjab Cricket Association Stadium, Mohali",4,field,0,1,by wickets,7.0,4.0,137.0,496,488,Chandigarh,India
548325,13-Apr-12,1,5,5,Eden Gardens,5,bat,0,1,by wickets,5.0,1.0,276.0,470,483,Kolkata,India
548326,19-Apr-12,6,8,5,Feroz Shah Kotla,8,bat,0,1,by wickets,5.0,6.0,158.0,474,488,Delhi,India
548327,14-Apr-12,10,3,5,Subrata Roy Sahara Stadium,3,bat,0,1,by wickets,7.0,10.0,157.0,472,497,Pune,India
548328,15-Apr-12,1,4,5,Eden Gardens,1,field,0,1,by runs,2.0,4.0,315.0,470,483,Kolkata,India
548329,15-Apr-12,2,5,5,M Chinnaswamy Stadium,5,bat,0,1,by runs,59.0,5.0,85.0,494,518,Bangalore,India
548330,16-Apr-12,7,6,5,Wankhede Stadium,6,field,0,1,by wickets,7.0,6.0,293.0,474,488,Mumbai,India
548331,17-Apr-12,5,8,5,Sawai Mansingh Stadium,8,bat,0,1,by wickets,5.0,5.0,104.0,472,497,Jaipur,India
548332,17-Apr-12,2,10,5,M Chinnaswamy Stadium,10,bat,0,1,by wickets,6.0,2.0,162.0,483,491,Bangalore,India
548333,18-Apr-12,4,1,5,"Punjab Cricket Association Stadium, Mohali",4,bat,0,1,by wickets,8.0,1.0,40.0,494,518,Chandigarh,India
548334,10-May-12,8,6,5,"Rajiv Gandhi International Stadium, Uppal",8,bat,0,1,by wickets,9.0,6.0,187.0,494,490,Hyderabad,India
548335,19-Apr-12,3,10,5,"MA Chidambaram Stadium, Chepauk",10,field,0,1,by runs,13.0,3.0,324.0,470,491,Chennai,India
548336,20-Apr-12,4,2,5,"Punjab Cricket Association Stadium, Mohali",2,field,0,1,by wickets,5.0,2.0,162.0,489,518,Chandigarh,India
548337,21-Apr-12,3,5,5,"MA Chidambaram Stadium, Chepauk",5,bat,0,1,by wickets,7.0,3.0,303.0,472,497,Chennai,India
548338,21-Apr-12,6,10,5,Feroz Shah Kotla,6,field,0,1,by runs,20.0,10.0,1.0,470,491,Delhi,India
548339,22-Apr-12,7,4,5,Wankhede Stadium,7,bat,0,1,by wickets,6.0,4.0,100.0,489,518,Mumbai,India
548340,22-Apr-12,8,1,5,Barabati Stadium,1,field,0,1,by wickets,5.0,1.0,66.0,474,488,Cuttack,India
548341,23-Apr-12,5,2,5,Sawai Mansingh Stadium,5,field,0,1,by runs,46.0,2.0,110.0,470,483,Jaipur,India
548342,24-Apr-12,10,6,5,Subrata Roy Sahara Stadium,10,bat,0,1,by wickets,8.0,6.0,41.0,489,518,Pune,India
548344,25-Apr-12,4,7,5,"Punjab Cricket Association Stadium, Mohali",4,bat,0,1,by wickets,4.0,7.0,208.0,472,497,Chandigarh,India
548346,26-Apr-12,10,8,5,Subrata Roy Sahara Stadium,8,bat,0,1,by runs,18.0,8.0,10.0,489,518,Pune,India
548347,27-Apr-12,6,7,5,Feroz Shah Kotla,7,field,0,1,by runs,37.0,6.0,41.0,472,497,Delhi,India
548348,28-Apr-12,3,4,5,"MA Chidambaram Stadium, Chepauk",4,bat,0,1,by runs,7.0,4.0,236.0,474,488,Chennai,India
548349,28-Apr-12,1,2,5,Eden Gardens,1,bat,0,1,by runs,47.0,1.0,40.0,470,478,Kolkata,India
548350,29-Apr-12,6,5,5,Feroz Shah Kotla,6,bat,0,1,by runs,1.0,6.0,41.0,489,518,Delhi,India
548351,29-Apr-12,7,8,5,Wankhede Stadium,7,field,0,1,by wickets,5.0,7.0,94.0,495,497,Mumbai,India
548352,30-Apr-12,3,1,5,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,by wickets,5.0,1.0,40.0,474,499,Chennai,India
548353,1-May-12,8,10,5,Barabati Stadium,8,bat,0,1,by runs,13.0,8.0,26.0,472,495,Cuttack,India
